,label,timestamp,duration,max_temp,min_temp,device,location
66,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1649369564.8569999,86400.0,18.7304355907764,8.123829729409692,,
67,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1632608734.8569999,86400.0,19.67224155871224,11.53447528006973,,
68,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1632262624.8569999,86400.0,16.159511295313962,7.559085036477477,,
69,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1641597409.8569999,86400.0,21.47435197466449,9.654895625838924,,
70,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1652048354.8569999,86400.0,20.54259841169612,5.257778873895173,,
71,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1640733159.8569999,86400.0,17.74806058242799,10.609750338321517,,
72,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1626905064.8569999,86400.0,17.841848962925038,10.677603475198888,,
73,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1652566504.8569999,86400.0,19.5114733040672,10.988132014135717,,
74,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1634423279.8569999,86400.0,18.806214849424485,12.923401325992373,,
75,"{""name"": ""hot"", ""parent"": {""name"": ""temperature"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {}}, ""axes"": {""max_temp"": true}}",1655862274.8569999,89100.0,33.93992577223746,,thermo_4,room4
76,"{""name"": ""hot"", ""parent"": {""name"": ""temperature"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {}}, ""axes"": {""max_temp"": true}}",1655862274.8569999,89100.0,33.93992577223746,,thermo_1,room1
77,"{""name"": ""hot"", ""parent"": {""name"": ""temperature"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {}}, ""axes"": {""max_temp"": true}}",1655862274.8569999,89100.0,33.93992577223746,,thermo_2,room2
78,"{""name"": ""hot"", ""parent"": {""name"": ""temperature"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {}}, ""axes"": {""max_temp"": true}}",1655862274.8569999,89100.0,33.93992577223746,,thermo_3,room3
